group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PhoU	A0A1R1MMX2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1914305	Desulfurobacterium	indicum	NA	235
PhoU	A0A1R3VW74	unreviewed	Phosphate-specific transport system accessory protein PhoU	233100	Ectothiorhodosinus	mongolicus	NA	241
PhoU	A0A1R3WE40	unreviewed	Phosphate-specific transport system accessory protein PhoU	515897	Pontibaca	methylaminivorans	NA	247
PhoU	A0A1R4F166	unreviewed	Phosphate-specific transport system accessory protein PhoU	1434822	Actinomycetales	bacterium	JB111	219
PhoU	A0A1R4HDR1	unreviewed	Phosphate-specific transport system accessory protein PhoU	360316	Crenothrix	polyspora	NA	243
PhoU	A0A1R4I748	unreviewed	Phosphate-specific transport system accessory protein PhoU	1255658	Luteococcus	japonicus	LSP_Lj1	221
PhoU	A0A1R7QAG0	unreviewed	Phosphate-specific transport system accessory protein PhoU	40214	Acinetobacter	johnsonii	NA	223
PhoU	A0A1S1QSH7	unreviewed	PhoU domain-containing protein	573497	Parafrankia	colletiae	NA	228
PhoU	A0A1S1VB29	unreviewed	Phosphate-specific transport system accessory protein PhoU	39480	Andreesenia	angusta	NA	214
PhoU	A0A1S2LGD3	unreviewed	Phosphate-specific transport system accessory protein PhoU	393763	Anaerobacillus	alkalilacustris	NA	218
PhoU	A0A1S6ILK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	708126	Jeotgalibaca	dankookensis	NA	219
PhoU	A0A1S7LF88	unreviewed	Phosphate-specific transport system accessory protein PhoU	451514	Magnetococcus	massalia	(strain MO-1)	239
PhoU	A0A1S9C2S5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1764959	Epulopiscium	sp.	AS2M-Bin002	220
PhoU	A0A1T1B854	unreviewed	PhoU domain-containing protein	1938608	Deinococcus	sp.	LM3	198
PhoU	A0A1T4K033	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121911	Garciella	nitratireducens	DSM 15102	219
PhoU	A0A1T4KYQ8	unreviewed	PhoU domain-containing protein	180163	Cetobacterium	ceti	NA	226
PhoU	A0A1T4NWR1	unreviewed	Phosphate-specific transport system accessory protein PhoU	118967	Anaerorhabdus	furcosa	NA	213
PhoU	A0A1T4Q687	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121270	Carboxydocella	sporoproducens	DSM 16521	221
PhoU	A0A1T4QIM4	unreviewed	Phosphate-specific transport system accessory protein PhoU	263852	Pilibacter	termitis	NA	226
PhoU	A0A1T4UI12	unreviewed	PhoU domain-containing protein	1121868	Enterovibrio	nigricans	DSM 22720	352
PhoU	A0A1T4VEI2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121442	Desulfobaculum	bizertense	DSM 18034	222
PhoU	A0A1T4Y4Z1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121449	Paucidesulfovibrio	gracilis	DSM 16080	221
PhoU	A0A1T5A1H1	unreviewed	PhoU domain-containing protein	889453	Alkalitalea	saponilacus	NA	232
PhoU	A0A1U7CQ64	unreviewed	Phosphate-specific transport system accessory protein PhoU	1387353	Paludisphaera	borealis	NA	242
PhoU	A0A1U7DF42	unreviewed	Phosphate-specific transport system accessory protein PhoU	1267768	Brevirhabdus	pacifica	NA	239
PhoU	A0A1U7M815	unreviewed	Phosphate-specific transport system accessory protein PhoU	1123403	Tissierella	creatinophila	DSM 6911	216
PhoU	A0A1U7MTV8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1904966	Ornithinimicrobium	sp.	CNJ-824	234
PhoU	A0A1U9K4V0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1471761	Novibacillus	thermophilus	NA	219
PhoU	A0A1U9NP85	unreviewed	Phosphate-specific transport system accessory protein PhoU	1936003	Anaerohalosphaera	lusitana	NA	222
PhoU	A0A1V0DJ25	unreviewed	Phosphate-specific transport system accessory protein PhoU	1779382	Rhodothermaceae	bacterium	RA	231
PhoU	A0A1V1PNQ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1605283	alpha	proteobacterium	U9-1i	255
PhoU	A0A1V2NTF8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1933817	Kribbella	sp.	ALI-6-A	237
PhoU	A0A1V2PQ89	unreviewed	PhoU domain-containing protein	1933779	Actinosynnema	sp.	ALI-1.44	214
PhoU	A0A1V4AHQ2	unreviewed	PhoU domain-containing protein	1943580	Pyramidobacter	sp.	C12-8	256
PhoU	A0A1V4M3N6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1775671	delta	proteobacterium	ML8_F1	215
PhoU	A0A1V4QSU8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1956161	Planctomycetales	bacterium	4484_113	222
PhoU	A0A1V4RL22	unreviewed	Phosphate-specific transport system accessory protein PhoU	1956166	Gemmatimonadaceae	bacterium	4484_173	217
PhoU	A0A1V4TSP7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811680	Methanoregula	sp.	PtaB.Bin085	225
PhoU	A0A1V4U5U6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811721	Methanoregulaceae	archaeon	PtaB.Bin056	218
PhoU	A0A1V4V1R9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811685	Methanosaeta	sp.	PtaB.Bin039	217
PhoU	A0A1V4WKL7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811700	Syntrophorhabdus	sp.	PtaB.Bin047	227
PhoU	A0A1V4YFZ5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811679	Methanomethylovorans	sp.	PtaU1.Bin093	219
PhoU	A0A1V4YUR1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1811677	Methanocella	sp.	PtaU1.Bin125	217
PhoU	A0A1V5HLP5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1852921	Tenericutes	bacterium	ADurb.BinA124	215
PhoU	A0A1V5JNP8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1852915	Synergistetes	bacterium	ADurb.Bin520	246
PhoU	A0A1V8RKC5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1873176	Pseudaminobacter	manganicus	NA	240
PhoU	A0A1W1B8D9	unreviewed	PhoU domain-containing protein	652676	hydrothermal	vent	metagenome	218
PhoU	A0A1W1HE40	unreviewed	Phosphate-specific transport system accessory protein PhoU	1246637	Desulfamplus	magnetovallimortis	NA	224
PhoU	A0A1W1WTW8	unreviewed	PhoU domain-containing protein	1069081	Nitratiruptor	tergarcus	DSM 16512	219
PhoU	A0A1W1ZW29	unreviewed	Phosphate-specific transport system accessory protein PhoU	1938817	Polynucleobacter	kasalickyi	NA	234
PhoU	A0A1W2A905	unreviewed	Phosphate-specific transport system accessory protein PhoU	1122930	Papillibacter	cinnamivorans	DSM 12816	218
PhoU	A0A1W6P0Q5	unreviewed	Phosphate-specific transport system accessory protein PhoU	92947	Ketogulonicigenium	robustum	NA	236
PhoU	A0A1W6WCK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1572656	Ruminococcaceae	bacterium	CPB6	225
PhoU	A0A1W6ZMN9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1235591	Pseudorhodoplanes	sinuspersici	NA	237
PhoU	A0A1W9LC16	unreviewed	Phosphate-specific transport system accessory protein PhoU	1934247	Beggiatoa	sp.	IS2	238
PhoU	A0A1W9MFV5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1934250	Desulfobulbaceae	bacterium	A2	224
PhoU	A0A1W9QD59	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970199	Sorangiineae	bacterium	NIC37A_2	233
PhoU	A0A1W9TLY9	unreviewed	PhoU domain-containing protein	1971640	Fusobacteriia	bacterium	4572_132	233
PhoU	A0A1W9VIC6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1972456	Spirochaetaceae	bacterium	4572_7	217
PhoU	A0A1X0Y7U5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1969733	Geothermobacter	hydrogeniphilus	NA	219
PhoU	A0A1X1BCR8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1889262	Williamsia	sp.	1135	226
PhoU	A0A1X1QK59	unreviewed	Phosphate-specific transport system accessory protein PhoU	1284675	Cycloclasticus	sp.	symbiont of Bathymodiolus heckerae	233
PhoU	A0A1X3PAX8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1881858	Nesterenkonia	sp.	PF2B19	219
PhoU	A0A1X7E267	unreviewed	Phosphate-specific transport system accessory protein PhoU	1049583	Kocuria	indica	NA	239
PhoU	A0A1X7H0K5	unreviewed	Phosphate-specific transport system accessory protein PhoU	941907	Allosphingosinicella	indica	NA	235
PhoU	A0A1X9LNJ6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1619308	Cnuibacter	physcomitrellae	NA	218
PhoU	A0A1X9YWG8	unreviewed	Phosphate-specific transport system accessory protein PhoU	323450	Pontibacter	actiniarum	NA	241
PhoU	A0A1Y0IHB6	unreviewed	Phosphate-specific transport system accessory protein PhoU	141451	Oleiphilus	messinensis	NA	242
PhoU	A0A1Y1Q627	unreviewed	Phosphate-specific transport system accessory protein PhoU	1934244	Thiotrichaceae	bacterium	IS1	236
PhoU	A0A1Y1QEM1	unreviewed	Phosphate-specific transport system accessory protein PhoU	525917	Thiothrix	lacustris	NA	237
PhoU	A0A1Y1RU17	unreviewed	Phosphate-specific transport system accessory protein PhoU	1963862	Marispirochaeta	aestuarii	NA	220
PhoU	A0A1Y1SC48	unreviewed	Phosphate-specific transport system accessory protein PhoU	1317117	Oceanococcus	atlanticus	NA	245
PhoU	A0A1Y2JZC6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1434232	Magnetofaba	australis	IT-1	237
PhoU	A0A1Y3Q2C7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1858795	Thermobacillus	sp.	ZCTH02-B1	219
PhoU	A0A1Y3QNF0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1861638	Paenibacillaceae	bacterium	ZCTH02-B3	219
PhoU	A0A1Y3T4Z5	unreviewed	PhoU domain-containing protein	1965658	Massilimicrobiota	sp.	An80	171
PhoU	A0A1Y3WD07	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965647	Drancourtella	sp.	An57	228
PhoU	A0A1Y3XRT7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965639	Gemmiger	sp.	An50	217
PhoU	A0A1Y3Y255	unreviewed	Phosphate-specific transport system accessory protein PhoU	1232426	[Collinsella]	massiliensis	NA	227
PhoU	A0A1Y4C4K3	unreviewed	PhoU domain-containing protein	1965623	Muribaculum	sp.	An287	264
PhoU	A0A1Y4DYA9	unreviewed	PhoU domain-containing protein	1965616	Collinsella	sp.	An271	285
PhoU	A0A1Y4EW53	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965604	Anaeromassilibacillus	sp.	An250	221
PhoU	A0A1Y4GPK9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965591	Cloacibacillus	sp.	An23	229
PhoU	A0A1Y4HDN3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965588	Anaerofilum	sp.	An201	220
PhoU	A0A1Y4IFG8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965583	Lachnoclostridium	sp.	An196	215
PhoU	A0A1Y4L5F7	unreviewed	Phosphate-specific transport system accessory protein PhoU	501571	Butyricicoccus	pullicaecorum	NA	214
PhoU	A0A1Y4M0H0	unreviewed	Phosphate-specific transport system accessory protein PhoU	39483	Faecalitalea	cylindroides	NA	214
PhoU	A0A1Y4N729	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965571	Erysipelatoclostridium	sp.	An173	219
PhoU	A0A1Y4UQM1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965545	Tyzzerella	sp.	An114	218
PhoU	A0A1Y5DKM9	unreviewed	PhoU domain-containing protein	1856277	Arcobacter	sp.	31_11_sub10_T18	222
PhoU	A0A1Y5DR21	unreviewed	Phosphate-specific transport system accessory protein PhoU	1856284	Methylophaga	sp.	41_12_T18	239
PhoU	A0A1Y5F9P2	unreviewed	Phosphate-specific transport system accessory protein PhoU	97084	Halobacteriovorax	marinus	NA	225
PhoU	A0A1Y5R8M6	unreviewed	Phosphate-specific transport system accessory protein PhoU	315423	Palleronia	marisminoris	NA	238
PhoU	A0A1Y5SBF8	unreviewed	Phosphate-specific transport system accessory protein PhoU	745714	Oceanibacterium	hippocampi	NA	244
PhoU	A0A1Y6B7Z1	unreviewed	Phosphate-specific transport system accessory protein PhoU	560819	Tistlia	consotensis	USBA 355	254
PhoU	A0A1Y6CUV7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1760988	Methylomagnum	ishizawai	NA	242
PhoU	A0A1Z4C0N6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1704499	Methylovulum	psychrotolerans	NA	237
PhoU	A0A1Z4NJW2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2005462	Calothrix	sp.	NIES-3974	222
PhoU	A0A1Z5HS71	unreviewed	Phosphate-specific transport system accessory protein PhoU	1246530	Calderihabitans	maritimus	NA	228
PhoU	A0A1Z8AAU0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1856301	Rhodobacterales	bacterium	52_120_T64	236
PhoU	A0A1Z8KXM9	unreviewed	PhoU domain-containing protein	1986633	Micavibrio	sp.	TMED2	261
PhoU	A0A1Z8PFF1	unreviewed	PhoU domain-containing protein	1986832	Phycisphaera	sp.	TMED24	225
PhoU	A0A1Z8WUB1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986877	Opitutia	bacterium	TMED67	224
PhoU	A0A1Z8WUV8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986766	Methylococcaceae	bacterium	TMED69	228
PhoU	A0A1Z9VX02	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986769	Oceanospirillales	bacterium	TMED91	246
PhoU	A0A1Z9YDL4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986776	Hyphomonadaceae	bacterium	TMED5	234
PhoU	A0A202E7L3	unreviewed	Phosphate-specific transport system accessory protein PhoU	253108	Natronolimnobius	baerhuensis	NA	219
PhoU	A0A208XRG1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2008676	Pigmentiphaga	sp.	NML030171	233
PhoU	A0A212QPD3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1963835	Arboricoccus	pini	NA	232
PhoU	A0A212U5V1	unreviewed	Phosphate-specific transport system accessory protein PhoU	592308	Kytococcus	aerolatus	NA	229
PhoU	A0A219B6I7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1234595	Pacificimonas	flava	NA	239
PhoU	A0A223KSY3	unreviewed	Phosphate-specific transport system accessory protein PhoU	33932	Sutcliffiella	cohnii	NA	220
PhoU	A0A223P606	unreviewed	PhoU domain-containing protein	2025949	Herbaspirillum	sp.	meg3	262
PhoU	A0A223ZH10	unreviewed	Phosphate-specific transport system accessory protein PhoU	2017966	Methanothermobacter	sp.	EMTCatA1	219
PhoU	A0A225D8T2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1908690	Fimbriiglobus	ruber	NA	224
PhoU	A0A225M870	unreviewed	Phosphate-specific transport system accessory protein PhoU	683354	Candidimonas	nitroreducens	NA	235
PhoU	A0A225NV27	unreviewed	Phosphate-specific transport system accessory protein PhoU	1679460	Marinibacterium	profundimaris	NA	233
PhoU	A0A231UX36	unreviewed	Phosphate-specific transport system accessory protein PhoU	1876515	Notoacmeibacter	marinus	NA	241
PhoU	A0A239PJC4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1519374	Amphiplicatus	metriothermophilus	NA	246
PhoU	A0A239QTE1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1945888	Ruaniaceae	bacterium	KH17	226
PhoU	A0A239VCZ5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1863	Dermatophilus	congolensis	NA	216
PhoU	A0A239Z717	unreviewed	Phosphate-specific transport system accessory protein PhoU	643214	Mammaliicoccus	stepanovicii	NA	215
PhoU	A0A248JMY4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1441467	Nitrospirillum	viridazoti	CBAmc	251
PhoU	A0A248LGD5	unreviewed	Phosphate-specific transport system accessory protein PhoU	168471	Laribacter	hongkongensis	NA	233
PhoU	A0A250KUA9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1432792	Methylocaldum	marinum	NA	231
PhoU	A0A251XAV4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1570016	Thioflexithrix	psekupsensis	NA	239
PhoU	A0A254NU67	unreviewed	Phosphate-specific transport system accessory protein PhoU	2009338	Saccharibacillus	sp.	O23	219
PhoU	A0A254R8N1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1317116	Oceanicola	sp.	22II-s10i	248
PhoU	A0A255DZM0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2016505	Parenemella	sanctibonifatiensis	NA	217
PhoU	A0A255G890	unreviewed	Phosphate-specific transport system accessory protein PhoU	2016499	Enemella	evansiae	NA	221
PhoU	A0A255I401	unreviewed	Phosphate-specific transport system accessory protein PhoU	1763509	Lachnotalea	glycerini	NA	213
PhoU	A0A255QNE7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2023130	Rhodopirellula	sp.	MGV	218
PhoU	A0A255XKM3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2022747	Elstera	cyanobacteriorum	NA	248
PhoU	A0A256C3T8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1980118	Wohlfahrtiimonas	sp.	G9077	239
PhoU	A0A256CUJ7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1980117	Ignatzschineria	sp.	F8392	243
PhoU	A0A256XUB4	unreviewed	RCK C-terminal domain-containing protein	2012527	Thermofilum	sp.	(strain ex4484_79)	406
PhoU	A0A257A983	unreviewed	Phosphate-specific transport system accessory protein PhoU	1978123	Methanosarcinales	archaeon	ex4484_138	217
PhoU	A0A257B9L9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2012633	Chloracidobacterium	sp.	CP2_5A	252
PhoU	A0A257Q203	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970301	Acidocella	sp.	20-57-95	242
PhoU	A0A257TRK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970532	Ignavibacteriae	bacterium	37-53-5	221
PhoU	A0A258FNJ6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970503	Caulobacterales	bacterium	32-69-10	237
PhoU	A0A258KZM3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970390	Hyphomicrobium	sp.	32-62-53	238
PhoU	A0A258RQP9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970589	Sphingomonadales	bacterium	28-55-16	223
PhoU	A0A258TRD0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970530	Hydrogenophilales	bacterium	28-61-23	226
PhoU	A0A258VKB6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970323	Bdellovibrio	sp.	28-41-41	225
PhoU	A0A258WVT6	unreviewed	PhoU domain-containing protein	1970501	Campylobacterales	bacterium	16-40-21	234
PhoU	A0A259RJ00	unreviewed	PhoU domain-containing protein	1970380	Halothiobacillus	sp.	14-55-98	290
PhoU	A0A259TVT3	unreviewed	PhoU domain-containing protein	716817	Rubricoccus	marinus	NA	218
PhoU	A0A261EW85	unreviewed	Phosphate-specific transport system accessory protein PhoU	987063	Pseudoscardovia	suis	NA	227
PhoU	A0A261GW13	unreviewed	Phosphate-specific transport system accessory protein PhoU	1926491	Hahella	sp.	(strain CCB-MM4)	241
PhoU	A0A263BVF5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2670334	Lottiidibacillus	patelloidae	NA	219
PhoU	A0A264W5F7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2020506	Tetzosporium	hominis	NA	218
PhoU	A0A285HPE2	unreviewed	PhoU domain-containing protein	1036182	Paractinoplanes	atraurantiacus	NA	210
PhoU	A0A286GJW5	unreviewed	Phosphate-specific transport system accessory protein PhoU	414052	Caenispirillum	bisanense	NA	251
PhoU	A0A286RDJ4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1331910	Thermogutta	terrifontis	NA	225
PhoU	A0A291IS46	unreviewed	PhoU domain-containing protein	81460	Mesoplasma	lactucae	ATCC 49193	243
PhoU	A0A292YC92	unreviewed	Phosphate-specific transport system accessory protein PhoU	1348429	Effusibacillus	lacus	NA	219
PhoU	A0A2A2FAQ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2032626	Halovibrio	salipaludis	NA	251
PhoU	A0A2A2HEK4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1077256	Methanosphaera	cuniculi	NA	211
PhoU	A0A2A2RFS5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1982327	Spartobacteria	bacterium	Tous-C9RFEB	231
PhoU	A0A2A2RZK3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1982324	Pedosphaera	sp.	Tous-C6FEB	220
PhoU	A0A2A2YET1	unreviewed	PhoU domain-containing protein	1982328	Verrucomicrobiia	bacterium	AMD-G2	265
PhoU	A0A2A4CRH0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1795308	Pseudothioclava	arenosa	NA	237
PhoU	A0A2A4LPR4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1909294	Hyphomicrobiales	bacterium	NA	244
PhoU	A0A2A4MA95	unreviewed	PhoU domain-containing protein	2026801	Verrucomicrobiales	bacterium	NA	222
PhoU	A0A2A4NS66	unreviewed	Phosphate-specific transport system accessory protein PhoU	1904441	Paracoccaceae	bacterium	NA	233
PhoU	A0A2A4W2J6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2030814	Kordiimonadales	bacterium	NA	226
PhoU	A0A2A4X614	unreviewed	Phosphate-specific transport system accessory protein PhoU	2030880	SAR86	cluster	bacterium	241
PhoU	A0A2A4XG57	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026737	Ectothiorhodospiraceae	bacterium	NA	238
PhoU	A0A2A5FM88	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898104	Bacteroidota	bacterium	NA	220
PhoU	A0A2A5VWB2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986244	Puniceicoccaceae	bacterium	MED-G30	211
PhoU	A0A2A5W6W3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986256	OM182	bacterium	MED-G28	238
PhoU	A0A2A5Y8H8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1986235	SAR116	cluster	bacterium MED-G06	237
PhoU	A0A2A8CYP7	unreviewed	PhoU domain-containing protein	1850348	Longibacter	salinarum	NA	220
PhoU	A0A2A9CMX8	unreviewed	Phosphate-specific transport system accessory protein PhoU	185243	Propionicimonas	paludicola	NA	221
PhoU	A0A2A9EKS1	unreviewed	Phosphate-specific transport system accessory protein PhoU	638953	Georgenia	soli	NA	238
PhoU	A0A2A9F0T0	unreviewed	Phosphate-specific transport system accessory protein PhoU	548579	Isoptericola	jiangsuensis	NA	227
PhoU	A0A2C7AE90	unreviewed	Phosphate-specific transport system accessory protein PhoU	1335062	Pseudoroseomonas	rhizosphaerae	NA	250
PhoU	A0A2C9D1K0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1482074	Hartmannibacter	diazotrophicus	NA	238
PhoU	A0A2D1SW68	unreviewed	Phosphate-specific transport system accessory protein PhoU	2048654	Solibacillus	sp.	R5-41	217
PhoU	A0A2D2PZB0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1917166	Parathermosynechococcus	lividus	PCC 6715	214
PhoU	A0A2D5DA60	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026785	Rhodobiaceae	bacterium	NA	240
PhoU	A0A2D5GRS6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024833	Gimesia	sp.	NA	223
PhoU	A0A2D5IFD9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024839	Marinovum	sp.	NA	243
PhoU	A0A2D5S595	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026779	Planctomycetaceae	bacterium	NA	235
PhoU	A0A2D5W9R6	unreviewed	Phosphotyrosine protein phosphatase I domain-containing protein	2026780	Planctomycetota	bacterium	NA	353
PhoU	A0A2D5Z1R6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026777	Phycisphaeraceae	bacterium	NA	229
PhoU	A0A2D5ZSR0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026742	Gemmatimonadota	bacterium	NA	219
PhoU	A0A2D6IRT1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1977087	Pseudomonadota	bacterium	NA	226
PhoU	A0A2D7FIT2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024831	Filomicrobium	sp.	NA	237
PhoU	A0A2D7N8D3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026760	Neomarinimicrobiota	bacterium	NA	217
PhoU	A0A2D7X7F0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024894	Acidimicrobiaceae	bacterium	NA	243
PhoU	A0A2D8GJB2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026782	Porticoccaceae	bacterium	NA	226
PhoU	A0A2D8LEF6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026724	Chloroflexota	bacterium	NA	217
PhoU	A0A2D8MNC1	unreviewed	PhoU domain-containing protein	2026795	Nitrososphaerota	archaeon	NA	350
PhoU	A0A2D8QBL8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024861	Tistrella	sp.	NA	241
PhoU	A0A2D8R9A1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2048971	Hahellaceae	bacterium	NA	243
PhoU	A0A2D8RM95	unreviewed	Phosphate-specific transport system accessory protein PhoU	2006848	Opitutaceae	bacterium	NA	224
PhoU	A0A2D8YCH0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1968823	Henriciella	sp.	NA	235
PhoU	A0A2D8YZ37	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024836	Magnetovibrio	sp.	NA	240
PhoU	A0A2D9ANN4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2021391	Flavobacteriales	bacterium	NA	219
PhoU	A0A2D9G728	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026739	Methanobacteriota	archaeon	NA	217
PhoU	A0A2D9X3Z2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1883427	Actinomycetes	bacterium	NA	224
PhoU	A0A2E0ACM3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024851	Planktomarina	sp.	NA	233
PhoU	A0A2E0J428	unreviewed	Phosphate-specific transport system accessory protein PhoU	1914330	Salinisphaera	sp.	NA	246
PhoU	A0A2E0Q208	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026754	Legionellales	bacterium	NA	237
PhoU	A0A2E0R7S9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026752	Kiritimatiellaceae	bacterium	NA	221
PhoU	A0A2E0V3F7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026800	Verrucomicrobiaceae	bacterium	NA	230
PhoU	A0A2E0VQ51	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026790	Saprospirales	bacterium	NA	230
PhoU	A0A2E0W0U8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026749	Ignavibacteriota	bacterium	NA	224
PhoU	A0A2E0WA03	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026762	Micrococcales	bacterium	NA	228
PhoU	A0A2E0YXK8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024834	Halioglobus	sp.	NA	236
PhoU	A0A2E1CXL0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970157	Kordiimonas	sp.	NA	238
PhoU	A0A2E1E1N9	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026734	Dehalococcoidia	bacterium	NA	234
