ID	NAME	X	Y
1807	A0A1I2SHA3 PhoU Halopelagius inordinatus	0.119099826	0.7012366
1808	A0A1I3BJZ4 PhoU Pisciglobus halotolerans	0.1292675	0.704343
1809	A0A1I3GZD7 PhoU Selenomonas ruminantium	0.14359011	0.70637316
1810	A0A1I3LBZ1 PhoU Thermoflavimicrobium dichotomicum	0.12826085	0.70615417
1811	A0A1I3LX10 PhoU Planctomicrobium piriforme	0.12681694	0.69576395
1812	A0A1I3QL71 PhoU Natronobacterium gregoryi	0.121745706	0.69556516
1813	A0A1I4MUX1 PhoU Salibacterium qingdaonense	0.1359786	0.7121132
1814	A0A1I4PDY8 PhoU Ectothiorhodospira mobilis	0.1349698	0.6903619
1815	A0A1I4VWA0 PhoU Thermodesulforhabdus norvegica	0.12319337	0.68626446
1816	A0A1I4VWK3 PhoU Formivibrio citricus	0.14218587	0.6929702
1817	A0A1I5AZY3 PhoU Saccharopolyspora antimicrobica	0.12654962	0.7214467
1818	A0A1I5D3V3 PhoU Cohaesibacter marisflavi	0.1463736	0.6990499
1819	A0A1I5DXT6 PhoU Anaerocolumna aminovalerica	0.13396129	0.694845
1820	A0A1I5KUY6 PhoU Hydrogenimonas thermophila	0.11118934	0.69728893
1821	A0A1I5KY02 PhoU Halolactibacillus halophilus	0.14238878	0.7118535
1822	A0A1I5UF80 PhoU Oscillibacter sp.	0.18488032	0.6677067
1823	A0A1I5XNU0 PhoU Desemzia incerta	0.1271292	0.7065727
1824	A0A1I6DBT9 PhoU Lentzea waywayandensis	0.12505275	0.72522914
1825	A0A1I6J9S9 PhoU Anaeromicropila populeti	0.13398027	0.69352424
1826	A0A1I6U2T0 PhoU Halostagnicola kamekurae	0.118383385	0.69961214
1827	A0A1I7NDI8 PhoU Thermoflavifilum thermophilum	0.12659663	0.6870858
1828	A0A1J0AE33 PhoU Gloeomargarita lithophora	0.126048	0.6922083
1829	A0A1J0VRU3 PhoU Nocardia mangyaensis	0.12498873	0.72109425
1830	A0A1J4QHS3 PhoU Oceanisphaera psychrotolerans	0.13898125	0.6928503
1831	A0A1J4XAZ3 PhoU Proteobacteria bacterium	0.13717644	0.697278
1832	A0A1J4YQ50 PhoU Gallionellaceae bacterium	0.15655755	0.6867971
1833	A0A1J5EBP2 PhoU Desulfobacteraceae bacterium	0.12588285	0.69804955
1834	A0A1J5I7L5 PhoU Syntrophaceae bacterium	0.13358536	0.6965578
1835	A0A1J5I888 PhoU Syntrophobacteraceae bacterium	0.13317914	0.69949377
1836	A0A1J5J1C9 PhoU Zetaproteobacteria bacterium	0.14049473	0.69554496
1837	A0A1J5KFB4 PhoU Bacteriovorax sp.	0.12558913	0.70097846
1838	A0A1J5PFD8 PhoU mine drainage	0.13805164	0.71536815
1839	A0A1K1WJH6 PhoU Marinospirillum alkaliphilum	0.13542874	0.6926507
1840	A0A1K2HCR9 PhoU Chitinimonas taiwanensis	0.14409535	0.6899461
1841	A0A1L2ZMK2 PhoU Neomicrococcus aestuarii	0.13216594	0.71609324
1842	A0A1L3GE54 PhoU Syntrophotalea acetylenica	0.12324545	0.69947153
1843	A0A1L3ZRR9 PhoU Tardibacter chloracetimidivorans	0.14331746	0.7014256
1844	A0A1L7AH98 PhoU Roseomonas gilardii	0.14866157	0.69562215
1845	A0A1L8CKR5 PhoU Mariprofundus micogutta	0.13879247	0.69555444
1846	A0A1L8CSK9 PhoU Carboxydothermus pertinax	0.13835669	0.70243126
1847	A0A1L8SUI9 PhoU Enterococcus devriesei	0.12948593	0.7065155
1848	A0A1M3B9F4 PhoU Solirubrobacterales bacterium	0.116783895	0.7082221
1849	A0A1M3C458 PhoU Shinella sp.	0.4273946	0.612289
1850	A0A1M3DFN9 PhoU Sphingomonas sp.	0.15535621	0.69659954
1851	A0A1M3HKI8 PhoU Sphingobacteriales bacterium	0.12597637	0.6903635
1852	A0A1M3N6Z6 PhoU Myxococcales bacterium	0.13801503	0.6958628
1853	A0A1M4M4F3 PhoU Proteiniborus sp.	0.13207051	0.6980739
1854	A0A1M4N1B5 PhoU Donghicola eburneus	0.14990549	0.6955024
1855	A0A1M4S4F8 PhoU Alkalibacter saccharofermentans	0.14184462	0.70173657
1856	A0A1M4S5Y5 PhoU Atopostipes suicloacalis	0.13337803	0.70701814
1857	A0A1M4SLJ5 PhoU Flavisolibacter ginsengisoli	0.13143733	0.692756
1858	A0A1M4SQJ3 PhoU Lactonifactor longoviformis	0.132952	0.6995389
1859	A0A1M4T0Q9 PhoU Caldanaerobius fijiensis	0.13567793	0.7002973
1860	A0A1M4U3M5 PhoU Dysgonomonas macrotermitis	0.13665374	0.6822845
1861	A0A1M4UIG0 PhoU Desulforamulus putei	0.14076471	0.7038458
1862	A0A1M4WTW4 PhoU Ferrithrix thermotolerans	0.13822682	0.72646356
1863	A0A1M4YBZ6 PhoU Lampropedia hyalina	0.14833748	0.6903719
1864	A0A1M4ZHN6 PhoU Ruegeria intermedia	0.14750417	0.6956418
1865	A0A1M5A0A9 PhoU Desulfacinum infernum	0.13012064	0.7014244
1866	A0A1M5D2P3 PhoU Ornithinibacillus halophilus	0.13500878	0.70735383
1867	A0A1M5K6N2 PhoU Thermosyntropha lipolytica	0.14015386	0.69783145
1868	A0A1M5MDB1 PhoU Kaistia soli	0.14916117	0.69987154
1869	A0A1M5QM00 PhoU Anaerosphaera aminiphila	0.1294962	0.697262
1870	A0A1M5QVS0 PhoU Jatrophihabitans endophyticus	0.13226989	0.7143118
1871	A0A1M5R4N3 PhoU Thermosipho atlanticus	0.16025133	0.6912428
1872	A0A1M5V9U2 PhoU Desulfofustis glycolicus	0.121640846	0.6999884
1873	A0A1M5X2X6 PhoU Sporobacter termitidis	0.12851492	0.7002833
1874	A0A1M6D7E3 PhoU Parasporobacterium paucivorans	0.13082719	0.7024668
1875	A0A1M6ERP9 PhoU Rubritalea squalenifaciens	0.14070275	0.6982813
1876	A0A1M6GFN7 PhoU Geosporobacter subterraneus	0.13214296	0.7057242
1877	A0A1M6I3J7 PhoU Dethiosulfatibacter aminovorans	0.13923594	0.7004946
1878	A0A1M6KTH2 PhoU Paramaledivibacter caminithermalis	0.13311559	0.7060547
1879	A0A1M6LYF1 PhoU Desulfatibacillum alkenivorans	0.12693746	0.698673
1880	A0A1M6PVH2 PhoU Hathewaya proteolytica	0.13155295	0.70092547
1881	A0A1M6PWK0 PhoU Fibrobacter intestinalis	0.12665282	0.7002964
1882	A0A1M6Q016 PhoU Hespellia stercorisuis	0.13925835	0.7019676
1883	A0A1M7BBA7 PhoU Roseibium suaedae	0.15007003	0.699282
1884	A0A1M7BIU6 PhoU Lacicoccus alkaliphilus	0.15030546	0.7110777
1885	A0A1M7JV06 PhoU Anaerosporobacter mobilis	0.13240877	0.69488186
1886	A0A1M7RHB3 PhoU Cryptosporangium aurantiacum	0.13022898	0.7143807
1887	A0A1M7SRX5 PhoU Oceanicella actignis	0.14486565	0.70003283
1888	A0A1M7T1A2 PhoU Desulfitobacterium chlororespirans	0.14016518	0.70575184
1889	A0A1M7XZJ6 PhoU Desulfopila aestuarii	0.12286878	0.6957318
1890	A0A1M7ZH17 PhoU Pseudoxanthobacter soli	0.14628087	0.7042637
1891	A0A1N6GE13 PhoU Sulfurivirga caldicuralii	0.14138405	0.68645495
1892	A0A1N6SGP8 PhoU Aromatoleum tolulyticum	0.14404763	0.69299245
1893	A0A1N7AHB2 PhoU Natronorubrum daqingense	0.11611406	0.7019091
1894	A0A1N7ENE5 PhoU Roseovarius nanhaiticus	0.14947918	0.69659656
1895	A0A1N7MWA8 PhoU Insolitispirillum peregrinum	0.14612475	0.69891185
1896	A0A1N7RSP3 PhoU Paraburkholderia piptadeniae	0.1484891	0.6905982
1897	A0A1P8F8Z4 PhoU Dehalogenimonas formicexedens	0.13596454	0.7009358
1898	A0A1P8KJ51 PhoU Poseidonibacter parvus	0.095713206	0.69892794
1899	A0A1Q2HSD5 PhoU Sedimentisphaera cyanobacteriorum	0.12534763	0.695057
1900	A0A1Q2MIJ0 PhoU Limihaloglobus sulfuriphilus	0.12638448	0.6936837
1901	A0A1Q3M4D5 PhoU Bacteroidales bacterium	0.1397967	0.6846604
1902	A0A1Q4FHF6 PhoU Lysobacterales bacterium	0.1435902	0.70358765
1903	A0A1Q4UQ95 PhoU Thalassospira sp.	0.13987651	0.70034236
1904	A0A1Q6DTF6 PhoU Methanohalarchaeum thermophilum	0.11183006	0.7035611
1905	A0A1Q6E3R7 PhoU Eggerthella sp.	0.14017077	0.69909227
1906	A0A1Q6E5G9 PhoU Alistipes sp.	0.137244	0.68854964
1907	A0A1Q6FXP6 PhoU Bacteroides sp.	0.13898736	0.69314367
1908	A0A1Q6ILS6 PhoU Odoribacter sp.	0.13242714	0.697756
1909	A0A1Q7N3D2 PhoU Acidobacteriales bacterium	0.16155916	0.6925354
1910	A0A1Q7WBE2 PhoU Catenulispora sp.	0.13450955	0.71327406
1911	A0A1Q7YVI0 PhoU Cyanobacteria bacterium	0.13969609	0.6917787
1912	A0A1Q8BI92 PhoU Crenarchaeota archaeon	0.2820919	0.57469404
1913	A0A1Q8C0K0 PhoU Actinophytocola xanthii	0.12361791	0.7197188
1914	A0A1Q8ZCE3 PhoU Leptolyngbya sp.	0.12867875	0.69634145
1915	A0A1Q9JJX2 PhoU Hornefia porci	0.13785355	0.7003491
1916	A0A1Q9P9N0 PhoU Thorarchaeota archaeon	0.15581578	0.72343713
1917	A0A1Q9V8R4 PhoU Saccharomonospora sp.	0.12498661	0.7149199
1918	A0A1R0IKT9 PhoU Sulfobacillus thermosulfidooxidans	0.13363187	0.7010111
1919	A0A1R1L7S0 PhoU Tersicoccus phoenicis	0.13193229	0.71688133
1920	A0A1R1LNN9 PhoU Motiliproteus sp.	0.13634916	0.69065183
1921	A0A1R1MMX2 PhoU Desulfurobacterium indicum	0.12850475	0.69510627
1922	A0A1R3VW74 PhoU Ectothiorhodosinus mongolicus	0.13309343	0.69021857
1923	A0A1R3WE40 PhoU Pontibaca methylaminivorans	0.1495392	0.69801515
1924	A0A1R4F166 PhoU Actinomycetales bacterium	0.14053524	0.71755004
1925	A0A1R4HDR1 PhoU Crenothrix polyspora	0.1387815	0.6928212
1926	A0A1R4I748 PhoU Luteococcus japonicus	0.12950258	0.7110945
1927	A0A1R7QAG0 PhoU Acinetobacter johnsonii	0.13292724	0.6882535
1928	A0A1S1QSH7 PhoU Parafrankia colletiae	0.1268484	0.72841775
1929	A0A1S1VB29 PhoU Andreesenia angusta	0.12928085	0.69988674
1930	A0A1S2LGD3 PhoU Anaerobacillus alkalilacustris	0.13870117	0.7116957
1931	A0A1S6ILK8 PhoU Jeotgalibaca dankookensis	0.13277449	0.70376956
1932	A0A1S7LF88 PhoU Magnetococcus massalia	0.14253597	0.69788915
1933	A0A1S9C2S5 PhoU Epulopiscium sp.	0.1399061	0.6940489
1934	A0A1T1B854 PhoU Deinococcus sp.	0.11419803	0.71587354
1935	A0A1T4K033 PhoU Garciella nitratireducens	0.1395468	0.7006789
1936	A0A1T4KYQ8 PhoU Cetobacterium ceti	0.14388905	0.69627607
1937	A0A1T4NWR1 PhoU Anaerorhabdus furcosa	0.14644621	0.7025782
1938	A0A1T4Q687 PhoU Carboxydocella sporoproducens	0.1357763	0.7020436
1939	A0A1T4QIM4 PhoU Pilibacter termitis	0.13041058	0.70449764
1940	A0A1T4UI12 PhoU Enterovibrio nigricans	0.43586138	0.60874426
1941	A0A1T4VEI2 PhoU Desulfobaculum bizertense	0.13095993	0.698623
1942	A0A1T4Y4Z1 PhoU Paucidesulfovibrio gracilis	0.13046461	0.70112395
1943	A0A1T5A1H1 PhoU Alkalitalea saponilacus	0.124345794	0.68177
1944	A0A1U7CQ64 PhoU Paludisphaera borealis	0.11941912	0.6911555
1945	A0A1U7DF42 PhoU Brevirhabdus pacifica	0.14779232	0.6961771
1946	A0A1U7M815 PhoU Tissierella creatinophila	0.13745652	0.69783705
1947	A0A1U7MTV8 PhoU Ornithinimicrobium sp.	0.12917921	0.7137318
1948	A0A1U9K4V0 PhoU Novibacillus thermophilus	0.14124095	0.70756155
1949	A0A1U9NP85 PhoU Anaerohalosphaera lusitana	0.12805232	0.69988674
1950	A0A1V0DJ25 PhoU Rhodothermaceae bacterium	0.13793333	0.6951034
1951	A0A1V1PNQ8 PhoU alpha proteobacterium	0.14386812	0.70318925
1952	A0A1V2NTF8 PhoU Kribbella sp.	0.1310284	0.7130671
1953	A0A1V2PQ89 PhoU Actinosynnema sp.	0.12777612	0.7225674
1954	A0A1V4AHQ2 PhoU Pyramidobacter sp.	0.1231342	0.68457776
1955	A0A1V4M3N6 PhoU delta proteobacterium	0.12750386	0.70421517
1956	A0A1V4QSU8 PhoU Planctomycetales bacterium	0.12926687	0.6960551
1957	A0A1V4RL22 PhoU Gemmatimonadaceae bacterium	0.1402052	0.705972
1958	A0A1V4TSP7 PhoU Methanoregula sp.	0.15032811	0.7038287
1959	A0A1V4U5U6 PhoU Methanoregulaceae archaeon	0.15165089	0.70000255
1960	A0A1V4V1R9 PhoU Methanosaeta sp.	0.12303328	0.7052632
1961	A0A1V4WKL7 PhoU Syntrophorhabdus sp.	0.13095741	0.6874976
1962	A0A1V4YFZ5 PhoU Methanomethylovorans sp.	0.14290483	0.7086884
1963	A0A1V4YUR1 PhoU Methanocella sp.	0.12833005	0.7050949
1964	A0A1V5HLP5 PhoU Tenericutes bacterium	0.12813462	0.70200884
1965	A0A1V5JNP8 PhoU Synergistetes bacterium	0.14135079	0.69553626
1966	A0A1V8RKC5 PhoU Pseudaminobacter manganicus	0.14959511	0.7039228
1967	A0A1W1B8D9 PhoU hydrothermal vent	0.07859354	0.6930311
1968	A0A1W1HE40 PhoU Desulfamplus magnetovallimortis	0.14286315	0.7046018
1969	A0A1W1WTW8 PhoU Nitratiruptor tergarcus	0.13062811	0.7029544
1970	A0A1W1ZW29 PhoU Polynucleobacter kasalickyi	0.1422893	0.6888415
1971	A0A1W2A905 PhoU Papillibacter cinnamivorans	0.13151911	0.7011386
1972	A0A1W6P0Q5 PhoU Ketogulonicigenium robustum	0.14202532	0.7004377
1973	A0A1W6WCK8 PhoU Ruminococcaceae bacterium	0.1423358	0.6999839
1974	A0A1W6ZMN9 PhoU Pseudorhodoplanes sinuspersici	0.14993428	0.69967234
1975	A0A1W9LC16 PhoU Beggiatoa sp.	0.14122002	0.6907109
1976	A0A1W9MFV5 PhoU Desulfobulbaceae bacterium	0.124869056	0.6967811
1977	A0A1W9QD59 PhoU Sorangiineae bacterium	0.1296696	0.691168
1978	A0A1W9TLY9 PhoU Fusobacteriia bacterium	0.12895606	0.7021978
1979	A0A1W9VIC6 PhoU Spirochaetaceae bacterium	0.12792583	0.7051261
1980	A0A1X0Y7U5 PhoU Geothermobacter hydrogeniphilus	0.12570408	0.6974047
1981	A0A1X1BCR8 PhoU Williamsia sp.	0.12764814	0.7180984
1982	A0A1X1QK59 PhoU Cycloclasticus sp.	0.13711351	0.69318753
1983	A0A1X3PAX8 PhoU Nesterenkonia sp.	0.13415936	0.7157429
1984	A0A1X7E267 PhoU Kocuria indica	0.1292513	0.7142258
1985	A0A1X7H0K5 PhoU Allosphingosinicella indica	0.14267084	0.7031217
1986	A0A1X9LNJ6 PhoU Cnuibacter physcomitrellae	0.12663588	0.7158607
1987	A0A1X9YWG8 PhoU Pontibacter actiniarum	0.13450786	0.69062024
1988	A0A1Y0IHB6 PhoU Oleiphilus messinensis	0.13710405	0.6924034
1989	A0A1Y1Q627 PhoU Thiotrichaceae bacterium	0.14354368	0.6898176
1990	A0A1Y1QEM1 PhoU Thiothrix lacustris	0.13549046	0.68845755
1991	A0A1Y1RU17 PhoU Marispirochaeta aestuarii	0.13413647	0.7027111
1992	A0A1Y1SC48 PhoU Oceanococcus atlanticus	0.13527651	0.69132376
1993	A0A1Y2JZC6 PhoU Magnetofaba australis	0.14929634	0.70653206
1994	A0A1Y3Q2C7 PhoU Thermobacillus sp.	0.13829729	0.70787275
1995	A0A1Y3QNF0 PhoU Paenibacillaceae bacterium	0.13632408	0.7075503
1996	A0A1Y3T4Z5 PhoU Massilimicrobiota sp.	0.16221415	0.69679034
1997	A0A1Y3WD07 PhoU Drancourtella sp.	0.1312247	0.7045391
1998	A0A1Y3XRT7 PhoU Gemmiger sp.	0.12324973	0.7011216
1999	A0A1Y3Y255 PhoU [Collinsella] massiliensis	0.11939286	0.70004267
2000	A0A1Y4C4K3 PhoU Muribaculum sp.	0.12604925	0.69769573
2001	A0A1Y4DYA9 PhoU Collinsella sp.	0.10373841	0.71377224
2002	A0A1Y4EW53 PhoU Anaeromassilibacillus sp.	0.14207207	0.70152915
2003	A0A1Y4GPK9 PhoU Cloacibacillus sp.	0.13955532	0.7021432
2004	A0A1Y4HDN3 PhoU Anaerofilum sp.	0.13708217	0.70498097
2005	A0A1Y4IFG8 PhoU Lachnoclostridium sp.	0.13598678	0.70090604
2006	A0A1Y4L5F7 PhoU Butyricicoccus pullicaecorum	0.13494535	0.69242156
2007	A0A1Y4M0H0 PhoU Faecalitalea cylindroides	0.12362745	0.70191586
2008	A0A1Y4N729 PhoU Erysipelatoclostridium sp.	0.1373181	0.70583546
2009	A0A1Y4UQM1 PhoU Tyzzerella sp.	0.13268612	0.691988
2010	A0A1Y5DKM9 PhoU Arcobacter sp.	0.09567391	0.6899117
2011	A0A1Y5DR21 PhoU Methylophaga sp.	0.13713014	0.6950098
2012	A0A1Y5F9P2 PhoU Halobacteriovorax marinus	0.13244918	0.6850246
2013	A0A1Y5R8M6 PhoU Palleronia marisminoris	0.14286695	0.69640195
2014	A0A1Y5SBF8 PhoU Oceanibacterium hippocampi	0.14678386	0.6968091
2015	A0A1Y6B7Z1 PhoU Tistlia consotensis	0.14158759	0.700953
2016	A0A1Y6CUV7 PhoU Methylomagnum ishizawai	0.14777975	0.6867655
2017	A0A1Z4C0N6 PhoU Methylovulum psychrotolerans	0.14353216	0.6880122
2018	A0A1Z4NJW2 PhoU Calothrix sp.	0.12659013	0.69039625
2019	A0A1Z5HS71 PhoU Calderihabitans maritimus	0.13414699	0.7061847
2020	A0A1Z8AAU0 PhoU Rhodobacterales bacterium	0.14667442	0.70143
2021	A0A1Z8KXM9 PhoU Micavibrio sp.	0.15602222	0.6987071
2022	A0A1Z8PFF1 PhoU Phycisphaera sp.	0.11292349	0.6882658
2023	A0A1Z8WUB1 PhoU Opitutia bacterium	0.1291523	0.6892121
2024	A0A1Z8WUV8 PhoU Methylococcaceae bacterium	0.13683909	0.68844754
2025	A0A1Z9VX02 PhoU Oceanospirillales bacterium	0.14214481	0.68554676
2026	A0A1Z9YDL4 PhoU Hyphomonadaceae bacterium	0.14906035	0.6972668
2027	A0A202E7L3 PhoU Natronolimnobius baerhuensis	0.119755454	0.7007118
2028	A0A208XRG1 PhoU Pigmentiphaga sp.	0.14050888	0.69269484
2029	A0A212QPD3 PhoU Arboricoccus pini	0.14332865	0.69623214
2030	A0A212U5V1 PhoU Kytococcus aerolatus	0.1254034	0.70835817
2031	A0A219B6I7 PhoU Pacificimonas flava	0.1469107	0.70545363
2032	A0A223KSY3 PhoU Sutcliffiella cohnii	0.14173757	0.7077851
2033	A0A223P606 PhoU Herbaspirillum sp.	0.14012669	0.68568337
2034	A0A223ZH10 PhoU Methanothermobacter sp.	0.12142333	0.7042378
2035	A0A225D8T2 PhoU Fimbriiglobus ruber	0.13020357	0.70008063
2036	A0A225M870 PhoU Candidimonas nitroreducens	0.1426234	0.6866812
2037	A0A225NV27 PhoU Marinibacterium profundimaris	0.14482297	0.6960535
2038	A0A231UX36 PhoU Notoacmeibacter marinus	0.14026326	0.69818974
2039	A0A239PJC4 PhoU Amphiplicatus metriothermophilus	0.15247893	0.70485497
2040	A0A239QTE1 PhoU Ruaniaceae bacterium	0.12288872	0.7099743
2041	A0A239VCZ5 PhoU Dermatophilus congolensis	0.13700745	0.71488476
2042	A0A239Z717 PhoU Mammaliicoccus stepanovicii	0.14888659	0.7126474
2043	A0A248JMY4 PhoU Nitrospirillum viridazoti	0.15009168	0.70144844
2044	A0A248LGD5 PhoU Laribacter hongkongensis	0.14164534	0.6923285
2045	A0A250KUA9 PhoU Methylocaldum marinum	0.15094267	0.688063
2046	A0A251XAV4 PhoU Thioflexithrix psekupsensis	0.14083599	0.6874089
2047	A0A254NU67 PhoU Saccharibacillus sp.	0.13806728	0.7065571
2048	A0A254R8N1 PhoU Oceanicola sp.	0.14722018	0.6950005
2049	A0A255DZM0 PhoU Parenemella sanctibonifatiensis	0.12255661	0.7106126
2050	A0A255G890 PhoU Enemella evansiae	0.12779804	0.7104387
2051	A0A255I401 PhoU Lachnotalea glycerini	0.13451758	0.7012079
2052	A0A255QNE7 PhoU Rhodopirellula sp.	0.12419016	0.699586
2053	A0A255XKM3 PhoU Elstera cyanobacteriorum	0.13976096	0.6990669
2054	A0A256C3T8 PhoU Wohlfahrtiimonas sp.	0.14547096	0.6896764
2055	A0A256CUJ7 PhoU Ignatzschineria sp.	0.14788286	0.6923344
2056	A0A256XUB4 PhoU Thermofilum sp.	0.6396398	0.64890677
2057	A0A257A983 PhoU Methanosarcinales archaeon	0.14037237	0.7022689
2058	A0A257B9L9 PhoU Chloracidobacterium sp.	0.13748436	0.6900706
2059	A0A257Q203 PhoU Acidocella sp.	0.14383101	0.6971522
2060	A0A257TRK8 PhoU Ignavibacteriae bacterium	0.13005516	0.69366646
2061	A0A258FNJ6 PhoU Caulobacterales bacterium	0.14529018	0.7033019
2062	A0A258KZM3 PhoU Hyphomicrobium sp.	0.1497178	0.70066476
2063	A0A258RQP9 PhoU Sphingomonadales bacterium	0.14696084	0.70528615
2064	A0A258TRD0 PhoU Hydrogenophilales bacterium	0.14139971	0.7154883
2065	A0A258VKB6 PhoU Bdellovibrio sp.	0.12793264	0.69123685
2066	A0A258WVT6 PhoU Campylobacterales bacterium	0.106787734	0.68391037
2067	A0A259RJ00 PhoU Halothiobacillus sp.	0.14637873	0.68750566
2068	A0A259TVT3 PhoU Rubricoccus marinus	0.27710807	0.71708006
2069	A0A261EW85 PhoU Pseudoscardovia suis	0.121430844	0.7111948
2070	A0A261GW13 PhoU Hahella sp.	0.13936143	0.6910743
2071	A0A263BVF5 PhoU Lottiidibacillus patelloidae	0.13550813	0.70741445
2072	A0A264W5F7 PhoU Tetzosporium hominis	0.14261521	0.7080074
2073	A0A285HPE2 PhoU Paractinoplanes atraurantiacus	0.12492875	0.7226342
2074	A0A286GJW5 PhoU Caenispirillum bisanense	0.143502	0.7019079
2075	A0A286RDJ4 PhoU Thermogutta terrifontis	0.13063027	0.6952456
2076	A0A291IS46 PhoU Mesoplasma lactucae	0.1437926	0.7288458
2077	A0A292YC92 PhoU Effusibacillus lacus	0.13258539	0.70325816
2078	A0A2A2FAQ8 PhoU Halovibrio salipaludis	0.14217913	0.6919052
2079	A0A2A2HEK4 PhoU Methanosphaera cuniculi	0.11223341	0.7012806
2080	A0A2A2RFS5 PhoU Spartobacteria bacterium	0.14049496	0.6943077
2081	A0A2A2RZK3 PhoU Pedosphaera sp.	0.13691795	0.69663656
2082	A0A2A2YET1 PhoU Verrucomicrobiia bacterium	0.13689421	0.7008979
2083	A0A2A4CRH0 PhoU Pseudothioclava arenosa	0.14700224	0.70131695
2084	A0A2A4LPR4 PhoU Hyphomicrobiales bacterium	0.14095259	0.7008049
2085	A0A2A4MA95 PhoU Verrucomicrobiales bacterium	0.27887508	0.7528152
2086	A0A2A4NS66 PhoU Paracoccaceae bacterium	0.15037553	0.7049003
2087	A0A2A4W2J6 PhoU Kordiimonadales bacterium	0.1450001	0.7035117
2088	A0A2A4X614 PhoU SAR86 cluster	0.13982664	0.6888936
2089	A0A2A4XG57 PhoU Ectothiorhodospiraceae bacterium	0.13813683	0.69316167
2090	A0A2A5FM88 PhoU Bacteroidota bacterium	0.13209887	0.6934879
2091	A0A2A5VWB2 PhoU Puniceicoccaceae bacterium	0.12863988	0.7054198
2092	A0A2A5W6W3 PhoU OM182 bacterium	0.14475225	0.6926174
2093	A0A2A5Y8H8 PhoU SAR116 cluster	0.15730384	0.70518744
2094	A0A2A8CYP7 PhoU Longibacter salinarum	0.22092794	0.73194104
2095	A0A2A9CMX8 PhoU Propionicimonas paludicola	0.12701187	0.7096003
2096	A0A2A9EKS1 PhoU Georgenia soli	0.12803532	0.7142095
2097	A0A2A9F0T0 PhoU Isoptericola jiangsuensis	0.13004765	0.7100636
2098	A0A2C7AE90 PhoU Pseudoroseomonas rhizosphaerae	0.14199363	0.6971388
2099	A0A2C9D1K0 PhoU Hartmannibacter diazotrophicus	0.14761901	0.7042241
2100	A0A2D1SW68 PhoU Solibacillus sp.	0.13809903	0.7112421
2101	A0A2D2PZB0 PhoU Parathermosynechococcus lividus	0.119694255	0.6913899
2102	A0A2D5DA60 PhoU Rhodobiaceae bacterium	0.15173586	0.7047197
2103	A0A2D5GRS6 PhoU Gimesia sp.	0.12955703	0.695
2104	A0A2D5IFD9 PhoU Marinovum sp.	0.14904064	0.69530034
2105	A0A2D5S595 PhoU Planctomycetaceae bacterium	0.12623318	0.69968873
2106	A0A2D5W9R6 PhoU Planctomycetota bacterium	0.12546082	0.6795346
2107	A0A2D5Z1R6 PhoU Phycisphaeraceae bacterium	0.12729803	0.6974066
2108	A0A2D5ZSR0 PhoU Gemmatimonadota bacterium	0.13723545	0.6920394
2109	A0A2D6IRT1 PhoU Pseudomonadota bacterium	0.13827883	0.6845487
2110	A0A2D7FIT2 PhoU Filomicrobium sp.	0.15142867	0.6975124
2111	A0A2D7N8D3 PhoU Neomarinimicrobiota bacterium	0.12591858	0.7019656
2112	A0A2D7X7F0 PhoU Acidimicrobiaceae bacterium	0.11930733	0.70750993
2113	A0A2D8GJB2 PhoU Porticoccaceae bacterium	0.14525743	0.69159913
2114	A0A2D8LEF6 PhoU Chloroflexota bacterium	0.14738637	0.709885
2115	A0A2D8MNC1 PhoU Nitrososphaerota archaeon	0.22206496	0.57933354
2116	A0A2D8QBL8 PhoU Tistrella sp.	0.14040971	0.70167273
2117	A0A2D8R9A1 PhoU Hahellaceae bacterium	0.1412481	0.6899682
2118	A0A2D8RM95 PhoU Opitutaceae bacterium	0.14714824	0.6950032
2119	A0A2D8YCH0 PhoU Henriciella sp.	0.1470995	0.69688255
2120	A0A2D8YZ37 PhoU Magnetovibrio sp.	0.14486082	0.70015055
2121	A0A2D9ANN4 PhoU Flavobacteriales bacterium	0.12167609	0.6900091
2122	A0A2D9G728 PhoU Methanobacteriota archaeon	0.124393515	0.7018437
2123	A0A2D9X3Z2 PhoU Actinomycetes bacterium	0.118089564	0.69407743
2124	A0A2E0ACM3 PhoU Planktomarina sp.	0.15015574	0.6954215
2125	A0A2E0J428 PhoU Salinisphaera sp.	0.13672976	0.68928033
2126	A0A2E0Q208 PhoU Legionellales bacterium	0.1378397	0.6873816
2127	A0A2E0R7S9 PhoU Kiritimatiellaceae bacterium	0.12543806	0.6910442
2128	A0A2E0V3F7 PhoU Verrucomicrobiaceae bacterium	0.13869251	0.69627416
2129	A0A2E0VQ51 PhoU Saprospirales bacterium	0.12394493	0.68640906
2130	A0A2E0W0U8 PhoU Ignavibacteriota bacterium	0.12731148	0.6898574
2131	A0A2E0WA03 PhoU Micrococcales bacterium	0.1270877	0.7161862
2132	A0A2E0YXK8 PhoU Halioglobus sp.	0.13835664	0.68809223
2133	A0A2E1CXL0 PhoU Kordiimonas sp.	0.1488589	0.7015411
2134	A0A2E1E1N9 PhoU Dehalococcoidia bacterium	0.1490506	0.71108645
2135	A0A2E1NX05 PhoU Cellvibrionales bacterium	0.14070219	0.6930277
2136	A0A2E1Q6J9 PhoU Pseudobdellovibrionaceae bacterium	0.12791707	0.68988067
